プロット タイトル: site01_spot005(-25)_2021,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054307, SEN S/N: 20054307)"
33953,11/28/21 07:00:00 午前,23.136
33954,11/28/21 08:00:00 午前,23.136
33955,11/28/21 09:00:00 午前,23.112
33956,11/28/21 10:00:00 午前,23.088
33957,11/28/21 11:00:00 午前,23.088
33958,11/28/21 12:00:00 午後,23.064
33959,11/28/21 01:00:00 午後,23.112
33960,11/28/21 02:00:00 午後,23.136
33961,11/28/21 03:00:00 午後,23.112
33962,11/28/21 04:00:00 午後,23.112
33963,11/28/21 05:00:00 午後,23.064
33964,11/28/21 06:00:00 午後,23.064
33965,11/28/21 07:00:00 午後,23.04
33966,11/28/21 08:00:00 午後,23.064
33967,11/28/21 09:00:00 午後,23.064
33968,11/28/21 10:00:00 午後,23.04
33969,11/28/21 11:00:00 午後,23.016
33970,11/29/21 12:00:00 午前,23.016
33971,11/29/21 01:00:00 午前,23.088
33972,11/29/21 02:00:00 午前,23.136
33973,11/29/21 03:00:00 午前,23.136
33974,11/29/21 04:00:00 午前,23.184
33975,11/29/21 05:00:00 午前,23.184
33976,11/29/21 06:00:00 午前,23.232
33977,11/29/21 07:00:00 午前,23.232
33978,11/29/21 08:00:00 午前,23.256
33979,11/29/21 09:00:00 午前,23.328
33980,11/29/21 10:00:00 午前,23.448
33981,11/29/21 11:00:00 午前,23.545
33982,11/29/21 12:00:00 午後,23.641
33983,11/29/21 01:00:00 午後,23.761
33984,11/29/21 02:00:00 午後,23.857
33985,11/29/21 03:00:00 午後,23.905
33986,11/29/21 04:00:00 午後,23.93
33987,11/29/21 05:00:00 午後,23.93
33988,11/29/21 06:00:00 午後,23.93
33989,11/29/21 07:00:00 午後,23.905
33990,11/29/21 08:00:00 午後,23.376
33991,11/29/21 09:00:00 午後,23.304
33992,11/29/21 10:00:00 午後,23.424
33993,11/29/21 11:00:00 午後,23.521
33994,11/30/21 12:00:00 午前,23.472
33995,11/30/21 01:00:00 午前,23.497
33996,11/30/21 02:00:00 午前,23.545
33997,11/30/21 03:00:00 午前,23.617
33998,11/30/21 04:00:00 午前,23.617
33999,11/30/21 05:00:00 午前,23.641
34000,11/30/21 06:00:00 午前,23.713
34001,11/30/21 07:00:00 午前,23.737
34002,11/30/21 08:00:00 午前,23.761
34003,11/30/21 09:00:00 午前,23.833
34004,11/30/21 10:00:00 午前,23.857
34005,11/30/21 11:00:00 午前,23.761
34006,11/30/21 12:00:00 午後,23.737
34007,11/30/21 01:00:00 午後,23.833
34008,11/30/21 02:00:00 午後,23.665
34009,11/30/21 03:00:00 午後,23.497
34010,11/30/21 04:00:00 午後,23.497
34011,11/30/21 05:00:00 午後,23.545
34012,11/30/21 06:00:00 午後,23.665
34013,11/30/21 07:00:00 午後,23.689
34014,11/30/21 08:00:00 午後,23.593
34015,11/30/21 09:00:00 午後,23.593
34016,11/30/21 10:00:00 午後,23.641
34017,11/30/21 11:00:00 午後,23.737
34018,12/01/21 12:00:00 午前,23.785
34019,12/01/21 01:00:00 午前,23.785
34020,12/01/21 02:00:00 午前,23.761
34021,12/01/21 03:00:00 午前,23.737
34022,12/01/21 04:00:00 午前,23.737
34023,12/01/21 05:00:00 午前,23.713
34024,12/01/21 06:00:00 午前,23.569
34025,12/01/21 07:00:00 午前,23.497
34026,12/01/21 08:00:00 午前,23.497
34027,12/01/21 09:00:00 午前,23.521
34028,12/01/21 10:00:00 午前,23.521
34029,12/01/21 11:00:00 午前,23.545
34030,12/01/21 12:00:00 午後,23.665
34031,12/01/21 01:00:00 午後,23.545
34032,12/01/21 02:00:00 午後,23.472
34033,12/01/21 03:00:00 午後,23.472
34034,12/01/21 04:00:00 午後,23.448
34035,12/01/21 05:00:00 午後,23.472
34036,12/01/21 06:00:00 午後,23.472
34037,12/01/21 07:00:00 午後,23.497
34038,12/01/21 08:00:00 午後,23.472
34039,12/01/21 09:00:00 午後,23.497
34040,12/01/21 10:00:00 午後,23.448
34041,12/01/21 11:00:00 午後,23.352
34042,12/02/21 12:00:00 午前,23.328
34043,12/02/21 01:00:00 午前,23.28
34044,12/02/21 02:00:00 午前,23.28
34045,12/02/21 03:00:00 午前,23.256
34046,12/02/21 04:00:00 午前,23.28
34047,12/02/21 05:00:00 午前,23.352
34048,12/02/21 06:00:00 午前,23.4
34049,12/02/21 07:00:00 午前,23.472
34050,12/02/21 08:00:00 午前,23.545
34051,12/02/21 09:00:00 午前,23.472
34052,12/02/21 10:00:00 午前,23.448
34053,12/02/21 11:00:00 午前,23.352
34054,12/02/21 12:00:00 午後,23.352
34055,12/02/21 01:00:00 午後,23.424
34056,12/02/21 02:00:00 午後,23.665
34057,12/02/21 03:00:00 午後,23.689
34058,12/02/21 04:00:00 午後,23.665
34059,12/02/21 05:00:00 午後,23.689
34060,12/02/21 06:00:00 午後,23.689
34061,12/02/21 07:00:00 午後,23.689
34062,12/02/21 08:00:00 午後,23.641
34063,12/02/21 09:00:00 午後,23.641
34064,12/02/21 10:00:00 午後,23.617
34065,12/02/21 11:00:00 午後,23.569
34066,12/03/21 12:00:00 午前,23.569
34067,12/03/21 01:00:00 午前,23.569
34068,12/03/21 02:00:00 午前,23.545
34069,12/03/21 03:00:00 午前,23.497
34070,12/03/21 04:00:00 午前,23.521
34071,12/03/21 05:00:00 午前,23.569
34072,12/03/21 06:00:00 午前,23.545
34073,12/03/21 07:00:00 午前,23.545
34074,12/03/21 08:00:00 午前,23.545
34075,12/03/21 09:00:00 午前,23.545
34076,12/03/21 10:00:00 午前,23.521
34077,12/03/21 11:00:00 午前,23.497
34078,12/03/21 12:00:00 午後,23.497
34079,12/03/21 01:00:00 午後,23.497
34080,12/03/21 02:00:00 午後,23.545
34081,12/03/21 03:00:00 午後,23.545
34082,12/03/21 04:00:00 午後,23.545
34083,12/03/21 05:00:00 午後,23.521
34084,12/03/21 06:00:00 午後,23.521
34085,12/03/21 07:00:00 午後,23.497
34086,12/03/21 08:00:00 午後,23.521
34087,12/03/21 09:00:00 午後,23.472
34088,12/03/21 10:00:00 午後,23.472
34089,12/03/21 11:00:00 午後,23.448
34090,12/04/21 12:00:00 午前,23.448
34091,12/04/21 01:00:00 午前,23.4
34092,12/04/21 02:00:00 午前,23.352
34093,12/04/21 03:00:00 午前,23.184
34094,12/04/21 04:00:00 午前,23.112
34095,12/04/21 05:00:00 午前,23.184
34096,12/04/21 06:00:00 午前,23.136
34097,12/04/21 07:00:00 午前,23.016
34098,12/04/21 08:00:00 午前,22.633
34099,12/04/21 09:00:00 午前,22.776
34100,12/04/21 10:00:00 午前,22.872
34101,12/04/21 11:00:00 午前,22.92
34102,12/04/21 12:00:00 午後,22.705
34103,12/04/21 01:00:00 午後,22.585
34104,12/04/21 02:00:00 午後,22.561
34105,12/04/21 03:00:00 午後,22.537
34106,12/04/21 04:00:00 午後,22.489
34107,12/04/21 05:00:00 午後,22.489
34108,12/04/21 06:00:00 午後,22.465
34109,12/04/21 07:00:00 午後,22.537
34110,12/04/21 08:00:00 午後,22.561
34111,12/04/21 09:00:00 午後,22.537
34112,12/04/21 10:00:00 午後,22.489
34113,12/04/21 11:00:00 午後,22.513
34114,12/05/21 12:00:00 午前,22.489
34115,12/05/21 01:00:00 午前,22.489
34116,12/05/21 02:00:00 午前,22.489
34117,12/05/21 03:00:00 午前,22.489
34118,12/05/21 04:00:00 午前,22.489
34119,12/05/21 05:00:00 午前,22.489
34120,12/05/21 06:00:00 午前,22.585
34121,12/05/21 07:00:00 午前,22.944
34122,12/05/21 08:00:00 午前,23.136
34123,12/05/21 09:00:00 午前,23.184
34124,12/05/21 10:00:00 午前,23.232
34125,12/05/21 11:00:00 午前,23.232
34126,12/05/21 12:00:00 午後,23.232
34127,12/05/21 01:00:00 午後,23.184
34128,12/05/21 02:00:00 午後,23.16
34129,12/05/21 03:00:00 午後,23.376
34130,12/05/21 04:00:00 午後,23.448
34131,12/05/21 05:00:00 午後,23.328
34132,12/05/21 06:00:00 午後,23.304
34133,12/05/21 07:00:00 午後,23.304
34134,12/05/21 08:00:00 午後,23.328
34135,12/05/21 09:00:00 午後,23.304
34136,12/05/21 10:00:00 午後,23.304
34137,12/05/21 11:00:00 午後,23.28
34138,12/06/21 12:00:00 午前,23.28
34139,12/06/21 01:00:00 午前,23.232
34140,12/06/21 02:00:00 午前,23.232
34141,12/06/21 03:00:00 午前,23.184
34142,12/06/21 04:00:00 午前,23.16
34143,12/06/21 05:00:00 午前,23.136
34144,12/06/21 06:00:00 午前,23.136
34145,12/06/21 07:00:00 午前,23.112
34146,12/06/21 08:00:00 午前,23.088
34147,12/06/21 09:00:00 午前,23.112
34148,12/06/21 10:00:00 午前,23.112
34149,12/06/21 11:00:00 午前,23.112
34150,12/06/21 12:00:00 午後,23.136
34151,12/06/21 01:00:00 午後,23.136
34152,12/06/21 02:00:00 午後,23.112
34153,12/06/21 03:00:00 午後,23.112
34154,12/06/21 04:00:00 午後,23.16
34155,12/06/21 05:00:00 午後,23.304
34156,12/06/21 06:00:00 午後,23.448
34157,12/06/21 07:00:00 午後,23.545
34158,12/06/21 08:00:00 午後,23.593
34159,12/06/21 09:00:00 午後,23.617
34160,12/06/21 10:00:00 午後,23.617
34161,12/06/21 11:00:00 午後,23.617
34162,12/07/21 12:00:00 午前,23.497
34163,12/07/21 01:00:00 午前,22.944
34164,12/07/21 02:00:00 午前,22.92
34165,12/07/21 03:00:00 午前,23.016
34166,12/07/21 04:00:00 午前,23.112
34167,12/07/21 05:00:00 午前,23.256
34168,12/07/21 06:00:00 午前,23.28
34169,12/07/21 07:00:00 午前,23.352
34170,12/07/21 08:00:00 午前,23.352
34171,12/07/21 09:00:00 午前,23.376
34172,12/07/21 10:00:00 午前,23.376
34173,12/07/21 11:00:00 午前,23.376
34174,12/07/21 12:00:00 午後,23.352
34175,12/07/21 01:00:00 午後,23.376
34176,12/07/21 02:00:00 午後,23.376
34177,12/07/21 03:00:00 午後,23.352
34178,12/07/21 04:00:00 午後,23.4
34179,12/07/21 05:00:00 午後,23.424
34180,12/07/21 06:00:00 午後,23.448
34181,12/07/21 07:00:00 午後,23.448
34182,12/07/21 08:00:00 午後,23.448
34183,12/07/21 09:00:00 午後,23.352
34184,12/07/21 10:00:00 午後,23.328
34185,12/07/21 11:00:00 午後,23.448
34186,12/08/21 12:00:00 午前,23.497
34187,12/08/21 01:00:00 午前,23.376
34188,12/08/21 02:00:00 午前,23.064
34189,12/08/21 03:00:00 午前,23.136
34190,12/08/21 04:00:00 午前,23.208
34191,12/08/21 05:00:00 午前,23.352
34192,12/08/21 06:00:00 午前,23.497
34193,12/08/21 07:00:00 午前,23.521
34194,12/08/21 08:00:00 午前,23.545
34195,12/08/21 09:00:00 午前,23.497
34196,12/08/21 10:00:00 午前,23.448
34197,12/08/21 11:00:00 午前,23.497
34198,12/08/21 12:00:00 午後,23.521
34199,12/08/21 01:00:00 午後,23.472
34200,12/08/21 02:00:00 午後,23.472
34201,12/08/21 03:00:00 午後,23.545
34202,12/08/21 04:00:00 午後,23.569
34203,12/08/21 05:00:00 午後,23.569
34204,12/08/21 06:00:00 午後,23.665
34205,12/08/21 07:00:00 午後,23.713
34206,12/08/21 08:00:00 午後,23.737
34207,12/08/21 09:00:00 午後,23.713
34208,12/08/21 10:00:00 午後,23.737
34209,12/08/21 11:00:00 午後,23.665
34210,12/09/21 12:00:00 午前,23.665
34211,12/09/21 01:00:00 午前,23.713
34212,12/09/21 02:00:00 午前,23.665
34213,12/09/21 03:00:00 午前,23.617
34214,12/09/21 04:00:00 午前,23.665
34215,12/09/21 05:00:00 午前,23.593
34216,12/09/21 06:00:00 午前,23.617
34217,12/09/21 07:00:00 午前,23.665
34218,12/09/21 08:00:00 午前,23.617
34219,12/09/21 09:00:00 午前,23.665
34220,12/09/21 10:00:00 午前,23.689
34221,12/09/21 11:00:00 午前,23.689
34222,12/09/21 12:00:00 午後,23.737
34223,12/09/21 01:00:00 午後,23.545
34224,12/09/21 02:00:00 午後,23.545
34225,12/09/21 03:00:00 午後,23.472
34226,12/09/21 04:00:00 午後,22.585
34227,12/09/21 05:00:00 午後,22.489
34228,12/09/21 06:00:00 午後,22.058
34229,12/09/21 07:00:00 午後,21.915
34230,12/09/21 08:00:00 午後,22.345
34231,12/09/21 09:00:00 午後,23.16
34232,12/09/21 10:00:00 午後,23.376
34233,12/09/21 11:00:00 午後,23.424
34234,12/10/21 12:00:00 午前,22.896
34235,12/10/21 01:00:00 午前,22.657
34236,12/10/21 02:00:00 午前,22.513
34237,12/10/21 03:00:00 午前,22.106
34238,12/10/21 04:00:00 午前,21.676
34239,12/10/21 05:00:00 午前,21.748
34240,12/10/21 06:00:00 午前,22.13
34241,12/10/21 07:00:00 午前,22.345
34242,12/10/21 08:00:00 午前,22.321
34243,12/10/21 09:00:00 午前,22.298
34244,12/10/21 10:00:00 午前,22.369
34245,12/10/21 11:00:00 午前,22.417
34246,12/10/21 12:00:00 午後,22.011
34247,12/10/21 01:00:00 午後,21.819
34248,12/10/21 02:00:00 午後,22.058
34249,12/10/21 03:00:00 午後,22.106
34250,12/10/21 04:00:00 午後,22.441
34251,12/10/21 05:00:00 午後,22.561
34252,12/10/21 06:00:00 午後,22.753
34253,12/10/21 07:00:00 午後,22.944
34254,12/10/21 08:00:00 午後,23.136
34255,12/10/21 09:00:00 午後,23.232
34256,12/10/21 10:00:00 午後,23.256
34257,12/10/21 11:00:00 午後,23.28
34258,12/11/21 12:00:00 午前,23.256
34259,12/11/21 01:00:00 午前,23.256
34260,12/11/21 02:00:00 午前,23.28
34261,12/11/21 03:00:00 午前,23.256
34262,12/11/21 04:00:00 午前,23.256
34263,12/11/21 05:00:00 午前,23.256
34264,12/11/21 06:00:00 午前,23.112
34265,12/11/21 07:00:00 午前,22.489
34266,12/11/21 08:00:00 午前,22.585
34267,12/11/21 09:00:00 午前,22.729
34268,12/11/21 10:00:00 午前,22.872
34269,12/11/21 11:00:00 午前,22.92
34270,12/11/21 12:00:00 午後,23.088
34271,12/11/21 01:00:00 午後,23.184
34272,12/11/21 02:00:00 午後,23.208
34273,12/11/21 03:00:00 午後,23.256
34274,12/11/21 04:00:00 午後,23.256
34275,12/11/21 05:00:00 午後,23.304
34276,12/11/21 06:00:00 午後,23.28
34277,12/11/21 07:00:00 午後,23.16
34278,12/11/21 08:00:00 午後,23.256
34279,12/11/21 09:00:00 午後,23.352
34280,12/11/21 10:00:00 午後,23.448
34281,12/11/21 11:00:00 午後,23.545
34282,12/12/21 12:00:00 午前,23.593
34283,12/12/21 01:00:00 午前,23.641
34284,12/12/21 02:00:00 午前,23.665
34285,12/12/21 03:00:00 午前,23.713
34286,12/12/21 04:00:00 午前,23.809
34287,12/12/21 05:00:00 午前,23.857
34288,12/12/21 06:00:00 午前,23.833
34289,12/12/21 07:00:00 午前,23.833
34290,12/12/21 08:00:00 午前,23.881
34291,12/12/21 09:00:00 午前,23.905
34292,12/12/21 10:00:00 午前,23.905
34293,12/12/21 11:00:00 午前,23.93
34294,12/12/21 12:00:00 午後,23.93
34295,12/12/21 01:00:00 午後,23.569
34296,12/12/21 02:00:00 午後,23.304
34297,12/12/21 03:00:00 午後,22.872
34298,12/12/21 04:00:00 午後,23.016
34299,12/12/21 05:00:00 午後,23.016
34300,12/12/21 06:00:00 午後,23.4
34301,12/12/21 07:00:00 午後,23.304
34302,12/12/21 08:00:00 午後,23.184
34303,12/12/21 09:00:00 午後,23.208
34304,12/12/21 10:00:00 午後,23.208
34305,12/12/21 11:00:00 午後,23.16
34306,12/13/21 12:00:00 午前,22.585
34307,12/13/21 01:00:00 午前,22.585
34308,12/13/21 02:00:00 午前,22.178
34309,12/13/21 03:00:00 午前,22.441
34310,12/13/21 04:00:00 午前,22.226
34311,12/13/21 05:00:00 午前,21.533
34312,12/13/21 06:00:00 午前,21.294
34313,12/13/21 07:00:00 午前,21.294
34314,12/13/21 08:00:00 午前,21.843
34315,12/13/21 09:00:00 午前,22.082
34316,12/13/21 10:00:00 午前,22.034
34317,12/13/21 11:00:00 午前,22.178
34318,12/13/21 12:00:00 午後,22.202
34319,12/13/21 01:00:00 午後,22.298
34320,12/13/21 02:00:00 午後,22.274
34321,12/13/21 03:00:00 午後,22.25
34322,12/13/21 04:00:00 午後,22.441
34323,12/13/21 05:00:00 午後,22.489
34324,12/13/21 06:00:00 午後,22.633
34325,12/13/21 07:00:00 午後,22.633
34326,12/13/21 08:00:00 午後,22.776
34327,12/13/21 09:00:00 午後,22.896
34328,12/13/21 10:00:00 午後,22.896
34329,12/13/21 11:00:00 午後,22.944
34330,12/14/21 12:00:00 午前,23.04
34331,12/14/21 01:00:00 午前,23.064
34332,12/14/21 02:00:00 午前,23.112
34333,12/14/21 03:00:00 午前,23.16
34334,12/14/21 04:00:00 午前,23.16
34335,12/14/21 05:00:00 午前,23.16
34336,12/14/21 06:00:00 午前,22.441
34337,12/14/21 07:00:00 午前,22.13
34338,12/14/21 08:00:00 午前,22.298
34339,12/14/21 09:00:00 午前,22.824
34340,12/14/21 10:00:00 午前,22.776
34341,12/14/21 11:00:00 午前,22.8
34342,12/14/21 12:00:00 午後,22.848
34343,12/14/21 01:00:00 午後,22.872
34344,12/14/21 02:00:00 午後,22.92
34345,12/14/21 03:00:00 午後,23.016
34346,12/14/21 04:00:00 午後,23.112
34347,12/14/21 05:00:00 午後,23.256
34348,12/14/21 06:00:00 午後,23.4
34349,12/14/21 07:00:00 午後,23.521
34350,12/14/21 08:00:00 午後,23.569
34351,12/14/21 09:00:00 午後,23.593
34352,12/14/21 10:00:00 午後,23.593
34353,12/14/21 11:00:00 午後,23.617
34354,12/15/21 12:00:00 午前,23.593
34355,12/15/21 01:00:00 午前,23.352
34356,12/15/21 02:00:00 午前,23.232
34357,12/15/21 03:00:00 午前,23.376
34358,12/15/21 04:00:00 午前,23.472
34359,12/15/21 05:00:00 午前,23.497
34360,12/15/21 06:00:00 午前,23.497
34361,12/15/21 07:00:00 午前,23.472
34362,12/15/21 08:00:00 午前,23.497
34363,12/15/21 09:00:00 午前,23.521
34364,12/15/21 10:00:00 午前,23.521
34365,12/15/21 11:00:00 午前,23.521
34366,12/15/21 12:00:00 午後,23.521
34367,12/15/21 01:00:00 午後,23.521
34368,12/15/21 02:00:00 午後,23.521
34369,12/15/21 03:00:00 午後,23.521
34370,12/15/21 04:00:00 午後,23.521
34371,12/15/21 05:00:00 午後,23.497
34372,12/15/21 06:00:00 午後,23.448
34373,12/15/21 07:00:00 午後,23.448
34374,12/15/21 08:00:00 午後,23.448
34375,12/15/21 09:00:00 午後,23.424
34376,12/15/21 10:00:00 午後,23.448
34377,12/15/21 11:00:00 午後,23.4
34378,12/16/21 12:00:00 午前,23.4
34379,12/16/21 01:00:00 午前,23.4
34380,12/16/21 02:00:00 午前,23.4
34381,12/16/21 03:00:00 午前,23.4
34382,12/16/21 04:00:00 午前,23.4
34383,12/16/21 05:00:00 午前,23.4
34384,12/16/21 06:00:00 午前,23.4
34385,12/16/21 07:00:00 午前,23.376
34386,12/16/21 08:00:00 午前,23.376
34387,12/16/21 09:00:00 午前,23.376
34388,12/16/21 10:00:00 午前,23.352
34389,12/16/21 11:00:00 午前,23.376
34390,12/16/21 12:00:00 午後,23.472
34391,12/16/21 01:00:00 午後,23.448
34392,12/16/21 02:00:00 午後,23.448
34393,12/16/21 03:00:00 午後,23.472
34394,12/16/21 04:00:00 午後,23.4
34395,12/16/21 05:00:00 午後,23.4
34396,12/16/21 06:00:00 午後,23.472
34397,12/16/21 07:00:00 午後,23.448
34398,12/16/21 08:00:00 午後,23.497
34399,12/16/21 09:00:00 午後,23.521
34400,12/16/21 10:00:00 午後,23.521
34401,12/16/21 11:00:00 午後,23.521
34402,12/17/21 12:00:00 午前,23.521
34403,12/17/21 01:00:00 午前,23.521
34404,12/17/21 02:00:00 午前,23.545
34405,12/17/21 03:00:00 午前,23.545
34406,12/17/21 04:00:00 午前,23.545
34407,12/17/21 05:00:00 午前,23.545
34408,12/17/21 06:00:00 午前,23.521
34409,12/17/21 07:00:00 午前,23.497
34410,12/17/21 08:00:00 午前,23.208
34411,12/17/21 09:00:00 午前,23.208
34412,12/17/21 10:00:00 午前,23.16
34413,12/17/21 11:00:00 午前,23.088
34414,12/17/21 12:00:00 午後,23.136
34415,12/17/21 01:00:00 午後,23.208
34416,12/17/21 02:00:00 午後,23.16
34417,12/17/21 03:00:00 午後,23.136
34418,12/17/21 04:00:00 午後,23.064
34419,12/17/21 05:00:00 午後,23.016
34420,12/17/21 06:00:00 午後,22.968
34421,12/17/21 07:00:00 午後,22.92
34422,12/17/21 08:00:00 午後,22.824
34423,12/17/21 09:00:00 午後,22.681
34424,12/17/21 10:00:00 午後,22.609
34425,12/17/21 11:00:00 午後,22.537
34426,12/18/21 12:00:00 午前,22.465
34427,12/18/21 01:00:00 午前,22.441
34428,12/18/21 02:00:00 午前,22.417
34429,12/18/21 03:00:00 午前,22.441
34430,12/18/21 04:00:00 午前,22.417
34431,12/18/21 05:00:00 午前,22.321
34432,12/18/21 06:00:00 午前,22.13
34433,12/18/21 07:00:00 午前,22.154
34434,12/18/21 08:00:00 午前,22.034
34435,12/18/21 09:00:00 午前,21.987
34436,12/18/21 10:00:00 午前,21.987
34437,12/18/21 11:00:00 午前,22.106
34438,12/18/21 12:00:00 午後,22.298
34439,12/18/21 01:00:00 午後,22.321
34440,12/18/21 02:00:00 午後,22.202
34441,12/18/21 03:00:00 午後,22.034
34442,12/18/21 04:00:00 午後,22.106
34443,12/18/21 05:00:00 午後,22.25
34444,12/18/21 06:00:00 午後,22.13
34445,12/18/21 07:00:00 午後,22.202
34446,12/18/21 08:00:00 午後,21.939
34447,12/18/21 09:00:00 午後,21.843
34448,12/18/21 10:00:00 午後,21.867
34449,12/18/21 11:00:00 午後,21.987
34450,12/19/21 12:00:00 午前,22.034
34451,12/19/21 01:00:00 午前,22.298
34452,12/19/21 02:00:00 午前,22.489
34453,12/19/21 03:00:00 午前,22.513
34454,12/19/21 04:00:00 午前,22.681
34455,12/19/21 05:00:00 午前,22.729
34456,12/19/21 06:00:00 午前,22.729
34457,12/19/21 07:00:00 午前,22.753
34458,12/19/21 08:00:00 午前,22.705
34459,12/19/21 09:00:00 午前,22.705
34460,12/19/21 10:00:00 午前,22.729
34461,12/19/21 11:00:00 午前,22.705
34462,12/19/21 12:00:00 午後,22.681
34463,12/19/21 01:00:00 午後,22.681
34464,12/19/21 02:00:00 午後,22.633
34465,12/19/21 03:00:00 午後,22.609
34466,12/19/21 04:00:00 午後,22.561
34467,12/19/21 05:00:00 午後,22.537
34468,12/19/21 06:00:00 午後,22.489
34469,12/19/21 07:00:00 午後,22.489
34470,12/19/21 08:00:00 午後,22.489
34471,12/19/21 09:00:00 午後,22.489
34472,12/19/21 10:00:00 午後,22.489
34473,12/19/21 11:00:00 午後,22.513
34474,12/20/21 12:00:00 午前,22.513
34475,12/20/21 01:00:00 午前,22.489
34476,12/20/21 02:00:00 午前,22.465
34477,12/20/21 03:00:00 午前,22.417
34478,12/20/21 04:00:00 午前,22.417
34479,12/20/21 05:00:00 午前,22.393
34480,12/20/21 06:00:00 午前,22.369
34481,12/20/21 07:00:00 午前,22.393
34482,12/20/21 08:00:00 午前,22.441
34483,12/20/21 09:00:00 午前,22.465
34484,12/20/21 10:00:00 午前,22.441
34485,12/20/21 11:00:00 午前,22.417
34486,12/20/21 12:00:00 午後,22.441
34487,12/20/21 01:00:00 午後,22.441
34488,12/20/21 02:00:00 午後,22.513
34489,12/20/21 03:00:00 午後,22.393
34490,12/20/21 04:00:00 午後,22.393
34491,12/20/21 05:00:00 午後,22.345
34492,12/20/21 06:00:00 午後,22.321
34493,12/20/21 07:00:00 午後,22.561
34494,12/20/21 08:00:00 午後,22.681
34495,12/20/21 09:00:00 午後,22.681
34496,12/20/21 10:00:00 午後,22.8
34497,12/20/21 11:00:00 午後,22.705
34498,12/21/21 12:00:00 午前,22.753
34499,12/21/21 01:00:00 午前,22.657
34500,12/21/21 02:00:00 午前,22.848
34501,12/21/21 03:00:00 午前,22.872
34502,12/21/21 04:00:00 午前,22.872
34503,12/21/21 05:00:00 午前,22.92
34504,12/21/21 06:00:00 午前,22.92
34505,12/21/21 07:00:00 午前,22.944
34506,12/21/21 08:00:00 午前,22.944
34507,12/21/21 09:00:00 午前,22.968
34508,12/21/21 10:00:00 午前,22.968
34509,12/21/21 11:00:00 午前,22.968
34510,12/21/21 12:00:00 午後,22.968
34511,12/21/21 01:00:00 午後,22.968
34512,12/21/21 02:00:00 午後,22.968
34513,12/21/21 03:00:00 午後,22.968
34514,12/21/21 04:00:00 午後,22.968
34515,12/21/21 05:00:00 午後,22.944
34516,12/21/21 06:00:00 午後,22.944
34517,12/21/21 07:00:00 午後,22.944
34518,12/21/21 08:00:00 午後,22.944
34519,12/21/21 09:00:00 午後,22.944
34520,12/21/21 10:00:00 午後,22.968
34521,12/21/21 11:00:00 午後,22.968
34522,12/22/21 12:00:00 午前,22.92
34523,12/22/21 01:00:00 午前,22.896
34524,12/22/21 02:00:00 午前,22.872
34525,12/22/21 03:00:00 午前,22.848
34526,12/22/21 04:00:00 午前,22.872
34527,12/22/21 05:00:00 午前,22.92
34528,12/22/21 06:00:00 午前,22.92
34529,12/22/21 07:00:00 午前,22.896
34530,12/22/21 08:00:00 午前,22.872
34531,12/22/21 09:00:00 午前,22.8
34532,12/22/21 10:00:00 午前,22.824
34533,12/22/21 11:00:00 午前,22.848
34534,12/22/21 12:00:00 午後,22.8
34535,12/22/21 01:00:00 午後,22.8
34536,12/22/21 02:00:00 午後,22.776
34537,12/22/21 03:00:00 午後,22.776
34538,12/22/21 04:00:00 午後,22.753
34539,12/22/21 05:00:00 午後,22.441
34540,12/22/21 06:00:00 午後,22.513
34541,12/22/21 07:00:00 午後,22.681
34542,12/22/21 08:00:00 午後,22.298
34543,12/22/21 09:00:00 午後,22.561
34544,12/22/21 10:00:00 午後,22.585
34545,12/22/21 11:00:00 午後,22.633
34546,12/23/21 12:00:00 午前,22.609
34547,12/23/21 01:00:00 午前,22.585
34548,12/23/21 02:00:00 午前,22.585
34549,12/23/21 03:00:00 午前,22.561
34550,12/23/21 04:00:00 午前,22.489
34551,12/23/21 05:00:00 午前,22.441
34552,12/23/21 06:00:00 午前,22.465
34553,12/23/21 07:00:00 午前,22.417
34554,12/23/21 08:00:00 午前,22.441
34555,12/23/21 09:00:00 午前,22.513
34556,12/23/21 10:00:00 午前,22.537
34557,12/23/21 11:00:00 午前,22.513
34558,12/23/21 12:00:00 午後,22.274
34559,12/23/21 01:00:00 午後,22.25
34560,12/23/21 02:00:00 午後,22.274
34561,12/23/21 03:00:00 午後,22.106
34562,12/23/21 04:00:00 午後,22.011
34563,12/23/21 05:00:00 午後,22.034
34564,12/23/21 06:00:00 午後,22.13
34565,12/23/21 07:00:00 午後,22.178
34566,12/23/21 08:00:00 午後,22.106
34567,12/23/21 09:00:00 午後,22.13
34568,12/23/21 10:00:00 午後,22.082
34569,12/23/21 11:00:00 午後,21.939
34570,12/24/21 12:00:00 午前,21.939
34571,12/24/21 01:00:00 午前,21.939
34572,12/24/21 02:00:00 午前,21.939
34573,12/24/21 03:00:00 午前,21.915
34574,12/24/21 04:00:00 午前,21.915
34575,12/24/21 05:00:00 午前,21.867
34576,12/24/21 06:00:00 午前,21.891
34577,12/24/21 07:00:00 午前,21.891
34578,12/24/21 08:00:00 午前,21.915
34579,12/24/21 09:00:00 午前,21.963
34580,12/24/21 10:00:00 午前,21.963
34581,12/24/21 11:00:00 午前,21.963
34582,12/24/21 12:00:00 午後,21.891
34583,12/24/21 01:00:00 午後,21.867
34584,12/24/21 02:00:00 午後,21.915
34585,12/24/21 03:00:00 午後,21.915
