プロット タイトル: site07_spot008_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20291299, SEN S/N: 20291299)"
15704,10/28/21 01:30:00 午後,26.182
15705,10/28/21 02:00:00 午後,26.256
15706,10/28/21 02:30:00 午後,26.353
15707,10/28/21 03:00:00 午後,26.426
15708,10/28/21 03:30:00 午後,26.451
15709,10/28/21 04:00:00 午後,26.451
15710,10/28/21 04:30:00 午後,26.426
15711,10/28/21 05:00:00 午後,26.402
15712,10/28/21 05:30:00 午後,26.256
15713,10/28/21 06:00:00 午後,26.207
15714,10/28/21 06:30:00 午後,26.158
15715,10/28/21 07:00:00 午後,26.182
15716,10/28/21 07:30:00 午後,26.158
15717,10/28/21 08:00:00 午後,26.109
15718,10/28/21 08:30:00 午後,26.061
15719,10/28/21 09:00:00 午後,25.987
15720,10/28/21 09:30:00 午後,25.939
15721,10/28/21 10:00:00 午後,25.89
15722,10/28/21 10:30:00 午後,25.793
15723,10/28/21 11:00:00 午後,25.793
15724,10/28/21 11:30:00 午後,25.939
15725,10/29/21 12:00:00 午前,26.036
15726,10/29/21 12:30:00 午前,26.085
15727,10/29/21 01:00:00 午前,26.109
15728,10/29/21 01:30:00 午前,26.109
15729,10/29/21 02:00:00 午前,26.109
15730,10/29/21 02:30:00 午前,26.085
15731,10/29/21 03:00:00 午前,26.061
15732,10/29/21 03:30:00 午前,26.061
15733,10/29/21 04:00:00 午前,26.012
15734,10/29/21 04:30:00 午前,25.939
15735,10/29/21 05:00:00 午前,25.914
15736,10/29/21 05:30:00 午前,25.817
15737,10/29/21 06:00:00 午前,25.453
15738,10/29/21 06:30:00 午前,25.477
15739,10/29/21 07:00:00 午前,25.55
15740,10/29/21 07:30:00 午前,25.598
15741,10/29/21 08:00:00 午前,25.453
15742,10/29/21 08:30:00 午前,25.404
15743,10/29/21 09:00:00 午前,25.525
15744,10/29/21 09:30:00 午前,25.623
15745,10/29/21 10:00:00 午前,25.72
15746,10/29/21 10:30:00 午前,25.817
15747,10/29/21 11:00:00 午前,25.89
15748,10/29/21 11:30:00 午前,25.963
15749,10/29/21 12:00:00 午後,26.012
15750,10/29/21 12:30:00 午後,26.061
15751,10/29/21 01:00:00 午後,26.109
15752,10/29/21 01:30:00 午後,26.134
15753,10/29/21 02:00:00 午後,26.158
15754,10/29/21 02:30:00 午後,26.182
15755,10/29/21 03:00:00 午後,26.329
15756,10/29/21 03:30:00 午後,26.353
15757,10/29/21 04:00:00 午後,26.329
15758,10/29/21 04:30:00 午後,26.329
15759,10/29/21 05:00:00 午後,26.304
15760,10/29/21 05:30:00 午後,26.28
15761,10/29/21 06:00:00 午後,26.207
15762,10/29/21 06:30:00 午後,26.158
15763,10/29/21 07:00:00 午後,26.109
15764,10/29/21 07:30:00 午後,26.085
15765,10/29/21 08:00:00 午後,26.061
15766,10/29/21 08:30:00 午後,25.963
15767,10/29/21 09:00:00 午後,25.914
15768,10/29/21 09:30:00 午後,25.866
15769,10/29/21 10:00:00 午後,25.841
15770,10/29/21 10:30:00 午後,25.866
15771,10/29/21 11:00:00 午後,25.841
15772,10/29/21 11:30:00 午後,25.793
15773,10/30/21 12:00:00 午前,25.89
15774,10/30/21 12:30:00 午前,26.036
15775,10/30/21 01:00:00 午前,26.036
15776,10/30/21 01:30:00 午前,26.061
15777,10/30/21 02:00:00 午前,26.061
15778,10/30/21 02:30:00 午前,26.061
15779,10/30/21 03:00:00 午前,26.061
15780,10/30/21 03:30:00 午前,26.036
15781,10/30/21 04:00:00 午前,26.036
15782,10/30/21 04:30:00 午前,26.036
15783,10/30/21 05:00:00 午前,26.012
15784,10/30/21 05:30:00 午前,25.987
15785,10/30/21 06:00:00 午前,25.963
15786,10/30/21 06:30:00 午前,25.866
15787,10/30/21 07:00:00 午前,25.817
15788,10/30/21 07:30:00 午前,25.793
15789,10/30/21 08:00:00 午前,25.817
15790,10/30/21 08:30:00 午前,25.841
15791,10/30/21 09:00:00 午前,25.866
15792,10/30/21 09:30:00 午前,25.866
15793,10/30/21 10:00:00 午前,25.866
15794,10/30/21 10:30:00 午前,25.963
15795,10/30/21 11:00:00 午前,26.109
15796,10/30/21 11:30:00 午前,26.256
15797,10/30/21 12:00:00 午後,26.304
15798,10/30/21 12:30:00 午後,26.353
15799,10/30/21 01:00:00 午後,26.378
15800,10/30/21 01:30:00 午後,26.378
15801,10/30/21 02:00:00 午後,26.378
15802,10/30/21 02:30:00 午後,26.378
15803,10/30/21 03:00:00 午後,26.353
15804,10/30/21 03:30:00 午後,26.353
15805,10/30/21 04:00:00 午後,26.402
15806,10/30/21 04:30:00 午後,26.378
15807,10/30/21 05:00:00 午後,26.353
15808,10/30/21 05:30:00 午後,26.329
15809,10/30/21 06:00:00 午後,26.329
15810,10/30/21 06:30:00 午後,26.329
15811,10/30/21 07:00:00 午後,26.28
15812,10/30/21 07:30:00 午後,26.28
15813,10/30/21 08:00:00 午後,26.256
15814,10/30/21 08:30:00 午後,26.207
15815,10/30/21 09:00:00 午後,26.182
15816,10/30/21 09:30:00 午後,26.158
15817,10/30/21 10:00:00 午後,26.134
15818,10/30/21 10:30:00 午後,26.109
15819,10/30/21 11:00:00 午後,26.085
15820,10/30/21 11:30:00 午後,26.061
15821,10/31/21 12:00:00 午前,26.085
15822,10/31/21 12:30:00 午前,26.085
15823,10/31/21 01:00:00 午前,26.109
15824,10/31/21 01:30:00 午前,26.134
15825,10/31/21 02:00:00 午前,26.158
15826,10/31/21 02:30:00 午前,26.134
15827,10/31/21 03:00:00 午前,26.134
15828,10/31/21 03:30:00 午前,26.109
15829,10/31/21 04:00:00 午前,26.109
15830,10/31/21 04:30:00 午前,26.109
15831,10/31/21 05:00:00 午前,26.085
15832,10/31/21 05:30:00 午前,26.085
15833,10/31/21 06:00:00 午前,26.036
15834,10/31/21 06:30:00 午前,25.987
15835,10/31/21 07:00:00 午前,25.866
15836,10/31/21 07:30:00 午前,25.866
15837,10/31/21 08:00:00 午前,25.914
15838,10/31/21 08:30:00 午前,25.841
15839,10/31/21 09:00:00 午前,25.841
15840,10/31/21 09:30:00 午前,25.89
15841,10/31/21 10:00:00 午前,25.963
15842,10/31/21 10:30:00 午前,26.061
15843,10/31/21 11:00:00 午前,26.109
15844,10/31/21 11:30:00 午前,26.256
15845,10/31/21 12:00:00 午後,26.353
15846,10/31/21 12:30:00 午後,26.353
15847,10/31/21 01:00:00 午後,26.378
15848,10/31/21 01:30:00 午後,26.426
15849,10/31/21 02:00:00 午後,26.475
15850,10/31/21 02:30:00 午後,26.451
15851,10/31/21 03:00:00 午後,26.451
15852,10/31/21 03:30:00 午後,26.451
15853,10/31/21 04:00:00 午後,26.426
15854,10/31/21 04:30:00 午後,26.402
15855,10/31/21 05:00:00 午後,26.353
15856,10/31/21 05:30:00 午後,26.329
15857,10/31/21 06:00:00 午後,26.28
15858,10/31/21 06:30:00 午後,26.256
15859,10/31/21 07:00:00 午後,26.182
15860,10/31/21 07:30:00 午後,26.109
15861,10/31/21 08:00:00 午後,26.134
15862,10/31/21 08:30:00 午後,26.085
15863,10/31/21 09:00:00 午後,26.061
15864,10/31/21 09:30:00 午後,26.061
15865,10/31/21 10:00:00 午後,26.036
15866,10/31/21 10:30:00 午後,26.012
15867,10/31/21 11:00:00 午後,25.987
15868,10/31/21 11:30:00 午後,25.987
15869,11/01/21 12:00:00 午前,25.987
15870,11/01/21 12:30:00 午前,25.963
15871,11/01/21 01:00:00 午前,25.914
15872,11/01/21 01:30:00 午前,25.939
15873,11/01/21 02:00:00 午前,26.012
15874,11/01/21 02:30:00 午前,26.036
15875,11/01/21 03:00:00 午前,26.061
15876,11/01/21 03:30:00 午前,26.061
15877,11/01/21 04:00:00 午前,26.061
15878,11/01/21 04:30:00 午前,26.061
15879,11/01/21 05:00:00 午前,26.036
15880,11/01/21 05:30:00 午前,26.036
15881,11/01/21 06:00:00 午前,26.036
15882,11/01/21 06:30:00 午前,26.012
15883,11/01/21 07:00:00 午前,26.012
15884,11/01/21 07:30:00 午前,25.963
15885,11/01/21 08:00:00 午前,25.963
15886,11/01/21 08:30:00 午前,25.89
15887,11/01/21 09:00:00 午前,25.866
15888,11/01/21 09:30:00 午前,25.914
15889,11/01/21 10:00:00 午前,25.987
15890,11/01/21 10:30:00 午前,26.061
15891,11/01/21 11:00:00 午前,26.061
15892,11/01/21 11:30:00 午前,26.158
15893,11/01/21 12:00:00 午後,26.329
15894,11/01/21 12:30:00 午後,26.329
15895,11/01/21 01:00:00 午後,26.353
15896,11/01/21 01:30:00 午後,26.402
15897,11/01/21 02:00:00 午後,26.378
15898,11/01/21 02:30:00 午後,26.378
15899,11/01/21 03:00:00 午後,26.402
15900,11/01/21 03:30:00 午後,26.378
15901,11/01/21 04:00:00 午後,26.353
15902,11/01/21 04:30:00 午後,26.329
15903,11/01/21 05:00:00 午後,26.28
15904,11/01/21 05:30:00 午後,26.28
15905,11/01/21 06:00:00 午後,26.28
15906,11/01/21 06:30:00 午後,26.256
15907,11/01/21 07:00:00 午後,26.231
15908,11/01/21 07:30:00 午後,26.158
15909,11/01/21 08:00:00 午後,26.085
15910,11/01/21 08:30:00 午後,26.012
15911,11/01/21 09:00:00 午後,26.012
15912,11/01/21 09:30:00 午後,25.987
15913,11/01/21 10:00:00 午後,25.914
15914,11/01/21 10:30:00 午後,25.866
15915,11/01/21 11:00:00 午後,25.793
15916,11/01/21 11:30:00 午後,25.768
15917,11/02/21 12:00:00 午前,25.72
15918,11/02/21 12:30:00 午前,25.72
15919,11/02/21 01:00:00 午前,25.72
15920,11/02/21 01:30:00 午前,25.72
15921,11/02/21 02:00:00 午前,25.695
15922,11/02/21 02:30:00 午前,25.671
15923,11/02/21 03:00:00 午前,25.671
15924,11/02/21 03:30:00 午前,25.817
15925,11/02/21 04:00:00 午前,25.89
15926,11/02/21 04:30:00 午前,25.963
15927,11/02/21 05:00:00 午前,25.963
15928,11/02/21 05:30:00 午前,25.963
15929,11/02/21 06:00:00 午前,25.963
15930,11/02/21 06:30:00 午前,25.963
15931,11/02/21 07:00:00 午前,25.939
15932,11/02/21 07:30:00 午前,25.939
15933,11/02/21 08:00:00 午前,25.914
15934,11/02/21 08:30:00 午前,25.793
15935,11/02/21 09:00:00 午前,25.72
15936,11/02/21 09:30:00 午前,25.72
15937,11/02/21 10:00:00 午前,25.793
15938,11/02/21 10:30:00 午前,25.841
15939,11/02/21 11:00:00 午前,25.914
15940,11/02/21 11:30:00 午前,25.963
15941,11/02/21 12:00:00 午後,26.036
15942,11/02/21 12:30:00 午後,26.085
15943,11/02/21 01:00:00 午後,26.207
15944,11/02/21 01:30:00 午後,26.207
15945,11/02/21 02:00:00 午後,26.182
15946,11/02/21 02:30:00 午後,26.182
15947,11/02/21 03:00:00 午後,26.134
15948,11/02/21 03:30:00 午後,26.085
15949,11/02/21 04:00:00 午後,26.061
15950,11/02/21 04:30:00 午後,26.036
15951,11/02/21 05:00:00 午後,26.012
15952,11/02/21 05:30:00 午後,26.012
15953,11/02/21 06:00:00 午後,26.012
15954,11/02/21 06:30:00 午後,26.036
15955,11/02/21 07:00:00 午後,26.012
15956,11/02/21 07:30:00 午後,25.963
15957,11/02/21 08:00:00 午後,25.866
15958,11/02/21 08:30:00 午後,25.72
15959,11/02/21 09:00:00 午後,25.744
15960,11/02/21 09:30:00 午後,25.671
15961,11/02/21 10:00:00 午後,25.623
15962,11/02/21 10:30:00 午後,25.501
15963,11/02/21 11:00:00 午後,25.453
15964,11/02/21 11:30:00 午後,25.695
15965,11/03/21 12:00:00 午前,25.817
15966,11/03/21 12:30:00 午前,25.817
15967,11/03/21 01:00:00 午前,25.817
15968,11/03/21 01:30:00 午前,25.817
15969,11/03/21 02:00:00 午前,25.793
15970,11/03/21 02:30:00 午前,25.793
15971,11/03/21 03:00:00 午前,25.695
15972,11/03/21 03:30:00 午前,25.623
15973,11/03/21 04:00:00 午前,25.695
15974,11/03/21 04:30:00 午前,25.817
15975,11/03/21 05:00:00 午前,25.866
15976,11/03/21 05:30:00 午前,25.866
15977,11/03/21 06:00:00 午前,25.841
15978,11/03/21 06:30:00 午前,25.768
15979,11/03/21 07:00:00 午前,25.72
15980,11/03/21 07:30:00 午前,25.525
15981,11/03/21 08:00:00 午前,25.453
15982,11/03/21 08:30:00 午前,25.525
15983,11/03/21 09:00:00 午前,25.453
15984,11/03/21 09:30:00 午前,25.525
15985,11/03/21 10:00:00 午前,25.598
15986,11/03/21 10:30:00 午前,25.647
15987,11/03/21 11:00:00 午前,25.744
15988,11/03/21 11:30:00 午前,25.963
15989,11/03/21 12:00:00 午後,26.036
15990,11/03/21 12:30:00 午後,26.109
15991,11/03/21 01:00:00 午後,26.182
15992,11/03/21 01:30:00 午後,26.256
15993,11/03/21 02:00:00 午後,26.28
15994,11/03/21 02:30:00 午後,26.256
15995,11/03/21 03:00:00 午後,26.158
15996,11/03/21 03:30:00 午後,26.036
15997,11/03/21 04:00:00 午後,26.012
15998,11/03/21 04:30:00 午後,25.963
15999,11/03/21 05:00:00 午後,25.939
16000,11/03/21 05:30:00 午後,25.914
16001,11/03/21 06:00:00 午後,25.89
16002,11/03/21 06:30:00 午後,25.841
16003,11/03/21 07:00:00 午後,25.817
16004,11/03/21 07:30:00 午後,25.817
16005,11/03/21 08:00:00 午後,25.817
16006,11/03/21 08:30:00 午後,25.793
16007,11/03/21 09:00:00 午後,25.768
16008,11/03/21 09:30:00 午後,25.671
16009,11/03/21 10:00:00 午後,25.55
16010,11/03/21 10:30:00 午後,25.695
16011,11/03/21 11:00:00 午後,25.744
16012,11/03/21 11:30:00 午後,25.793
16013,11/04/21 12:00:00 午前,25.793
16014,11/04/21 12:30:00 午前,25.793
16015,11/04/21 01:00:00 午前,25.768
16016,11/04/21 01:30:00 午前,25.744
16017,11/04/21 02:00:00 午前,25.768
16018,11/04/21 02:30:00 午前,25.793
16019,11/04/21 03:00:00 午前,25.817
16020,11/04/21 03:30:00 午前,25.817
16021,11/04/21 04:00:00 午前,25.793
16022,11/04/21 04:30:00 午前,25.793
16023,11/04/21 05:00:00 午前,25.793
16024,11/04/21 05:30:00 午前,25.793
16025,11/04/21 06:00:00 午前,25.817
16026,11/04/21 06:30:00 午前,25.817
16027,11/04/21 07:00:00 午前,25.793
16028,11/04/21 07:30:00 午前,25.793
16029,11/04/21 08:00:00 午前,25.817
16030,11/04/21 08:30:00 午前,25.89
16031,11/04/21 09:00:00 午前,25.914
16032,11/04/21 09:30:00 午前,25.866
16033,11/04/21 10:00:00 午前,25.914
16034,11/04/21 10:30:00 午前,25.89
16035,11/04/21 11:00:00 午前,25.914
16036,11/04/21 11:30:00 午前,26.012
16037,11/04/21 12:00:00 午後,26.085
16038,11/04/21 12:30:00 午後,26.158
16039,11/04/21 01:00:00 午後,26.182
16040,11/04/21 01:30:00 午後,26.231
16041,11/04/21 02:00:00 午後,26.207
16042,11/04/21 02:30:00 午後,26.207
16043,11/04/21 03:00:00 午後,26.109
16044,11/04/21 03:30:00 午後,25.987
16045,11/04/21 04:00:00 午後,25.793
16046,11/04/21 04:30:00 午後,25.768
16047,11/04/21 05:00:00 午後,25.744
16048,11/04/21 05:30:00 午後,25.72
16049,11/04/21 06:00:00 午後,25.695
16050,11/04/21 06:30:00 午後,25.793
16051,11/04/21 07:00:00 午後,25.793
16052,11/04/21 07:30:00 午後,25.744
16053,11/04/21 08:00:00 午後,25.744
16054,11/04/21 08:30:00 午後,25.744
16055,11/04/21 09:00:00 午後,25.72
16056,11/04/21 09:30:00 午後,25.671
16057,11/04/21 10:00:00 午後,25.501
16058,11/04/21 10:30:00 午後,25.404
16059,11/04/21 11:00:00 午後,25.331
16060,11/04/21 11:30:00 午後,25.428
16061,11/05/21 12:00:00 午前,25.671
16062,11/05/21 12:30:00 午前,25.744
16063,11/05/21 01:00:00 午前,25.744
16064,11/05/21 01:30:00 午前,25.793
16065,11/05/21 02:00:00 午前,25.768
16066,11/05/21 02:30:00 午前,25.866
16067,11/05/21 03:00:00 午前,26.061
16068,11/05/21 03:30:00 午前,26.109
16069,11/05/21 04:00:00 午前,26.134
16070,11/05/21 04:30:00 午前,26.085
16071,11/05/21 05:00:00 午前,26.036
16072,11/05/21 05:30:00 午前,26.061
16073,11/05/21 06:00:00 午前,26.061
16074,11/05/21 06:30:00 午前,26.061
16075,11/05/21 07:00:00 午前,26.012
16076,11/05/21 07:30:00 午前,25.987
16077,11/05/21 08:00:00 午前,26.012
16078,11/05/21 08:30:00 午前,26.012
16079,11/05/21 09:00:00 午前,26.085
16080,11/05/21 09:30:00 午前,26.036
16081,11/05/21 10:00:00 午前,26.085
16082,11/05/21 10:30:00 午前,26.158
16083,11/05/21 11:00:00 午前,26.109
16084,11/05/21 11:30:00 午前,26.085
16085,11/05/21 12:00:00 午後,26.158
16086,11/05/21 12:30:00 午後,26.304
16087,11/05/21 01:00:00 午後,26.378
16088,11/05/21 01:30:00 午後,26.402
16089,11/05/21 02:00:00 午後,26.353
16090,11/05/21 02:30:00 午後,26.353
16091,11/05/21 03:00:00 午後,26.353
16092,11/05/21 03:30:00 午後,26.304
16093,11/05/21 04:00:00 午後,26.329
16094,11/05/21 04:30:00 午後,26.329
16095,11/05/21 05:00:00 午後,26.329
16096,11/05/21 05:30:00 午後,26.304
16097,11/05/21 06:00:00 午後,26.304
16098,11/05/21 06:30:00 午後,26.304
16099,11/05/21 07:00:00 午後,26.256
16100,11/05/21 07:30:00 午後,26.256
16101,11/05/21 08:00:00 午後,26.256
16102,11/05/21 08:30:00 午後,26.256
16103,11/05/21 09:00:00 午後,26.231
16104,11/05/21 09:30:00 午後,26.134
16105,11/05/21 10:00:00 午後,26.109
16106,11/05/21 10:30:00 午後,26.109
16107,11/05/21 11:00:00 午後,26.012
16108,11/05/21 11:30:00 午後,25.89
16109,11/06/21 12:00:00 午前,25.914
16110,11/06/21 12:30:00 午前,25.914
16111,11/06/21 01:00:00 午前,25.866
16112,11/06/21 01:30:00 午前,25.817
16113,11/06/21 02:00:00 午前,25.768
16114,11/06/21 02:30:00 午前,25.817
16115,11/06/21 03:00:00 午前,25.866
16116,11/06/21 03:30:00 午前,25.89
16117,11/06/21 04:00:00 午前,25.987
16118,11/06/21 04:30:00 午前,26.012
16119,11/06/21 05:00:00 午前,26.036
16120,11/06/21 05:30:00 午前,26.012
16121,11/06/21 06:00:00 午前,26.012
16122,11/06/21 06:30:00 午前,26.012
16123,11/06/21 07:00:00 午前,26.012
16124,11/06/21 07:30:00 午前,26.012
16125,11/06/21 08:00:00 午前,25.914
16126,11/06/21 08:30:00 午前,25.744
16127,11/06/21 09:00:00 午前,25.914
16128,11/06/21 09:30:00 午前,25.963
16129,11/06/21 10:00:00 午前,25.963
16130,11/06/21 10:30:00 午前,25.914
16131,11/06/21 11:00:00 午前,25.866
16132,11/06/21 11:30:00 午前,25.841
16133,11/06/21 12:00:00 午後,25.817
16134,11/06/21 12:30:00 午後,25.793
16135,11/06/21 01:00:00 午後,25.793
16136,11/06/21 01:30:00 午後,25.866
16137,11/06/21 02:00:00 午後,25.866
16138,11/06/21 02:30:00 午後,25.963
16139,11/06/21 03:00:00 午後,26.061
16140,11/06/21 03:30:00 午後,26.182
16141,11/06/21 04:00:00 午後,26.231
16142,11/06/21 04:30:00 午後,26.256
16143,11/06/21 05:00:00 午後,26.256
16144,11/06/21 05:30:00 午後,26.304
16145,11/06/21 06:00:00 午後,26.304
16146,11/06/21 06:30:00 午後,26.304
16147,11/06/21 07:00:00 午後,26.329
16148,11/06/21 07:30:00 午後,26.353
16149,11/06/21 08:00:00 午後,26.353
16150,11/06/21 08:30:00 午後,26.329
16151,11/06/21 09:00:00 午後,26.28
16152,11/06/21 09:30:00 午後,26.28
16153,11/06/21 10:00:00 午後,26.256
16154,11/06/21 10:30:00 午後,26.207
16155,11/06/21 11:00:00 午後,26.182
16156,11/06/21 11:30:00 午後,26.134
16157,11/07/21 12:00:00 午前,26.109
16158,11/07/21 12:30:00 午前,26.158
16159,11/07/21 01:00:00 午前,26.085
16160,11/07/21 01:30:00 午前,26.036
16161,11/07/21 02:00:00 午前,26.012
16162,11/07/21 02:30:00 午前,25.963
16163,11/07/21 03:00:00 午前,25.939
16164,11/07/21 03:30:00 午前,25.914
16165,11/07/21 04:00:00 午前,25.89
16166,11/07/21 04:30:00 午前,25.89
16167,11/07/21 05:00:00 午前,25.866
16168,11/07/21 05:30:00 午前,25.89
16169,11/07/21 06:00:00 午前,25.866
16170,11/07/21 06:30:00 午前,25.768
16171,11/07/21 07:00:00 午前,25.793
16172,11/07/21 07:30:00 午前,25.841
16173,11/07/21 08:00:00 午前,25.939
16174,11/07/21 08:30:00 午前,25.963
16175,11/07/21 09:00:00 午前,26.012
16176,11/07/21 09:30:00 午前,26.061
16177,11/07/21 10:00:00 午前,26.085
16178,11/07/21 10:30:00 午前,26.134
16179,11/07/21 11:00:00 午前,25.914
16180,11/07/21 11:30:00 午前,25.963
16181,11/07/21 12:00:00 午後,26.085
16182,11/07/21 12:30:00 午後,26.182
16183,11/07/21 01:00:00 午後,26.207
16184,11/07/21 01:30:00 午後,26.182
16185,11/07/21 02:00:00 午後,26.036
16186,11/07/21 02:30:00 午後,25.987
16187,11/07/21 03:00:00 午後,25.963
16188,11/07/21 03:30:00 午後,26.061
16189,11/07/21 04:00:00 午後,26.109
16190,11/07/21 04:30:00 午後,26.036
16191,11/07/21 05:00:00 午後,25.939
16192,11/07/21 05:30:00 午後,25.963
16193,11/07/21 06:00:00 午後,25.963
16194,11/07/21 06:30:00 午後,25.963
16195,11/07/21 07:00:00 午後,25.987
16196,11/07/21 07:30:00 午後,25.914
16197,11/07/21 08:00:00 午後,25.841
16198,11/07/21 08:30:00 午後,25.793
16199,11/07/21 09:00:00 午後,25.768
16200,11/07/21 09:30:00 午後,25.72
16201,11/07/21 10:00:00 午後,25.671
16202,11/07/21 10:30:00 午後,25.671
16203,11/07/21 11:00:00 午後,25.671
16204,11/07/21 11:30:00 午後,25.647
16205,11/08/21 12:00:00 午前,25.623
16206,11/08/21 12:30:00 午前,25.598
16207,11/08/21 01:00:00 午前,25.574
16208,11/08/21 01:30:00 午前,25.623
16209,11/08/21 02:00:00 午前,25.695
16210,11/08/21 02:30:00 午前,25.671
16211,11/08/21 03:00:00 午前,25.671
16212,11/08/21 03:30:00 午前,25.671
16213,11/08/21 04:00:00 午前,25.695
16214,11/08/21 04:30:00 午前,25.768
16215,11/08/21 05:00:00 午前,25.623
16216,11/08/21 05:30:00 午前,25.598
16217,11/08/21 06:00:00 午前,25.623
16218,11/08/21 06:30:00 午前,25.501
16219,11/08/21 07:00:00 午前,25.501
16220,11/08/21 07:30:00 午前,25.55
16221,11/08/21 08:00:00 午前,25.525
16222,11/08/21 08:30:00 午前,25.598
16223,11/08/21 09:00:00 午前,25.671
16224,11/08/21 09:30:00 午前,25.817
16225,11/08/21 10:00:00 午前,25.963
16226,11/08/21 10:30:00 午前,26.109
16227,11/08/21 11:00:00 午前,26.109
16228,11/08/21 11:30:00 午前,26.036
16229,11/08/21 12:00:00 午後,26.012
16230,11/08/21 12:30:00 午後,25.987
16231,11/08/21 01:00:00 午後,25.963
16232,11/08/21 01:30:00 午後,25.963
16233,11/08/21 02:00:00 午後,25.963
16234,11/08/21 02:30:00 午後,25.963
16235,11/08/21 03:00:00 午後,25.963
16236,11/08/21 03:30:00 午後,25.963
16237,11/08/21 04:00:00 午後,26.061
16238,11/08/21 04:30:00 午後,26.036
16239,11/08/21 05:00:00 午後,25.768
16240,11/08/21 05:30:00 午後,25.695
16241,11/08/21 06:00:00 午後,25.623
16242,11/08/21 06:30:00 午後,25.623
16243,11/08/21 07:00:00 午後,25.55
16244,11/08/21 07:30:00 午後,25.453
16245,11/08/21 08:00:00 午後,25.477
16246,11/08/21 08:30:00 午後,25.623
16247,11/08/21 09:00:00 午後,25.817
16248,11/08/21 09:30:00 午後,25.963
16249,11/08/21 10:00:00 午後,26.012
16250,11/08/21 10:30:00 午後,25.963
16251,11/08/21 11:00:00 午後,25.939
16252,11/08/21 11:30:00 午後,25.817
16253,11/09/21 12:00:00 午前,25.695
16254,11/09/21 12:30:00 午前,25.671
16255,11/09/21 01:00:00 午前,25.598
16256,11/09/21 01:30:00 午前,25.574
16257,11/09/21 02:00:00 午前,25.501
16258,11/09/21 02:30:00 午前,25.477
16259,11/09/21 03:00:00 午前,25.428
16260,11/09/21 03:30:00 午前,25.38
16261,11/09/21 04:00:00 午前,25.307
16262,11/09/21 04:30:00 午前,25.258
16263,11/09/21 05:00:00 午前,25.21
16264,11/09/21 05:30:00 午前,24.798
16265,11/09/21 06:00:00 午前,24.557
16266,11/09/21 06:30:00 午前,24.581
16267,11/09/21 07:00:00 午前,24.677
16268,11/09/21 07:30:00 午前,24.75
16269,11/09/21 08:00:00 午前,24.774
16270,11/09/21 08:30:00 午前,24.798
16271,11/09/21 09:00:00 午前,24.605
16272,11/09/21 09:30:00 午前,24.75
16273,11/09/21 10:00:00 午前,25.21
16274,11/09/21 10:30:00 午前,25.501
16275,11/09/21 11:00:00 午前,25.525
16276,11/09/21 11:30:00 午前,25.501
16277,11/09/21 12:00:00 午後,25.501
16278,11/09/21 12:30:00 午後,25.477
16279,11/09/21 01:00:00 午後,25.428
16280,11/09/21 01:30:00 午後,25.404
16281,11/09/21 02:00:00 午後,25.404
16282,11/09/21 02:30:00 午後,25.477
16283,11/09/21 03:00:00 午後,25.55
16284,11/09/21 03:30:00 午後,25.55
16285,11/09/21 04:00:00 午後,25.477
16286,11/09/21 04:30:00 午後,25.428
16287,11/09/21 05:00:00 午後,25.404
16288,11/09/21 05:30:00 午後,25.331
16289,11/09/21 06:00:00 午後,25.258
16290,11/09/21 06:30:00 午後,25.137
16291,11/09/21 07:00:00 午後,25.089
16292,11/09/21 07:30:00 午後,24.992
16293,11/09/21 08:00:00 午後,24.847
16294,11/09/21 08:30:00 午後,24.871
16295,11/09/21 09:00:00 午後,24.871
16296,11/09/21 09:30:00 午後,25.258
16297,11/09/21 10:00:00 午後,25.331
16298,11/09/21 10:30:00 午後,25.38
16299,11/09/21 11:00:00 午後,25.38
16300,11/09/21 11:30:00 午後,25.331
16301,11/10/21 12:00:00 午前,25.331
16302,11/10/21 12:30:00 午前,25.307
16303,11/10/21 01:00:00 午前,25.283
16304,11/10/21 01:30:00 午前,25.234
16305,11/10/21 02:00:00 午前,25.21
16306,11/10/21 02:30:00 午前,25.137
16307,11/10/21 03:00:00 午前,25.065
16308,11/10/21 03:30:00 午前,24.944
16309,11/10/21 04:00:00 午前,24.75
16310,11/10/21 04:30:00 午前,24.653
16311,11/10/21 05:00:00 午前,24.46
16312,11/10/21 05:30:00 午前,24.339
16313,11/10/21 06:00:00 午前,24.219
16314,11/10/21 06:30:00 午前,24.146
16315,11/10/21 07:00:00 午前,24.146
16316,11/10/21 07:30:00 午前,24.122
16317,11/10/21 08:00:00 午前,24.074
16318,11/10/21 08:30:00 午前,24.195
16319,11/10/21 09:00:00 午前,24.388
16320,11/10/21 09:30:00 午前,24.557
16321,11/10/21 10:00:00 午前,24.992
16322,11/10/21 10:30:00 午前,25.089
16323,11/10/21 11:00:00 午前,25.137
16324,11/10/21 11:30:00 午前,25.137
16325,11/10/21 12:00:00 午後,25.21
16326,11/10/21 12:30:00 午後,25.283
16327,11/10/21 01:00:00 午後,25.331
16328,11/10/21 01:30:00 午後,25.331
16329,11/10/21 02:00:00 午後,25.331
16330,11/10/21 02:30:00 午後,25.38
16331,11/10/21 03:00:00 午後,25.331
16332,11/10/21 03:30:00 午後,25.283
16333,11/10/21 04:00:00 午後,25.258
16334,11/10/21 04:30:00 午後,25.21
16335,11/10/21 05:00:00 午後,25.186
16336,11/10/21 05:30:00 午後,25.162
