プロット タイトル: site05_spot014_2020,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20523064, SEN S/N: 20523064)",カプラー取り外し (LGR S/N: 20523064),カプラー取り付け (LGR S/N: 20523064),ホスト接続 (LGR S/N: 20523064),ファイルの終わり (LGR S/N: 20523064)
18265,10/10/20 12:00:00 午後,27.407,,,,
18266,10/10/20 12:30:00 午後,27.407,,,,
18267,10/10/20 01:00:00 午後,27.407,,,,
18268,10/10/20 01:30:00 午後,27.431,,,,
18269,10/10/20 02:00:00 午後,27.407,,,,
18270,10/10/20 02:30:00 午後,27.382,,,,
18271,10/10/20 03:00:00 午後,27.358,,,,
18272,10/10/20 03:30:00 午後,27.333,,,,
18273,10/10/20 04:00:00 午後,27.358,,,,
18274,10/10/20 04:30:00 午後,27.358,,,,
18275,10/10/20 05:00:00 午後,27.382,,,,
18276,10/10/20 05:30:00 午後,27.382,,,,
18277,10/10/20 06:00:00 午後,27.382,,,,
18278,10/10/20 06:30:00 午後,27.407,,,,
18279,10/10/20 07:00:00 午後,27.407,,,,
18280,10/10/20 07:30:00 午後,27.407,,,,
18281,10/10/20 08:00:00 午後,27.407,,,,
18282,10/10/20 08:30:00 午後,27.407,,,,
18283,10/10/20 09:00:00 午後,27.407,,,,
18284,10/10/20 09:30:00 午後,27.382,,,,
18285,10/10/20 10:00:00 午後,27.382,,,,
18286,10/10/20 10:30:00 午後,27.382,,,,
18287,10/10/20 11:00:00 午後,27.382,,,,
18288,10/10/20 11:30:00 午後,27.358,,,,
18289,10/11/20 12:00:00 午前,27.358,,,,
18290,10/11/20 12:30:00 午前,27.358,,,,
18291,10/11/20 01:00:00 午前,27.358,,,,
18292,10/11/20 01:30:00 午前,27.333,,,,
18293,10/11/20 02:00:00 午前,27.358,,,,
18294,10/11/20 02:30:00 午前,27.358,,,,
18295,10/11/20 03:00:00 午前,27.358,,,,
18296,10/11/20 03:30:00 午前,27.358,,,,
18297,10/11/20 04:00:00 午前,27.358,,,,
18298,10/11/20 04:30:00 午前,27.358,,,,
18299,10/11/20 05:00:00 午前,27.358,,,,
18300,10/11/20 05:30:00 午前,27.358,,,,
18301,10/11/20 06:00:00 午前,27.358,,,,
18302,10/11/20 06:30:00 午前,27.358,,,,
18303,10/11/20 07:00:00 午前,27.358,,,,
18304,10/11/20 07:30:00 午前,27.358,,,,
18305,10/11/20 08:00:00 午前,27.382,,,,
18306,10/11/20 08:30:00 午前,27.382,,,,
18307,10/11/20 09:00:00 午前,27.382,,,,
18308,10/11/20 09:30:00 午前,27.382,,,,
18309,10/11/20 10:00:00 午前,27.382,,,,
18310,10/11/20 10:30:00 午前,27.382,,,,
18311,10/11/20 11:00:00 午前,27.407,,,,
18312,10/11/20 11:30:00 午前,27.431,,,,
18313,10/11/20 12:00:00 午後,27.456,,,,
18314,10/11/20 12:30:00 午後,27.456,,,,
18315,10/11/20 01:00:00 午後,27.456,,,,
18316,10/11/20 01:30:00 午後,27.431,,,,
18317,10/11/20 02:00:00 午後,27.456,,,,
18318,10/11/20 02:30:00 午後,27.456,,,,
18319,10/11/20 03:00:00 午後,27.481,,,,
18320,10/11/20 03:30:00 午後,27.481,,,,
18321,10/11/20 04:00:00 午後,27.481,,,,
18322,10/11/20 04:30:00 午後,27.481,,,,
18323,10/11/20 05:00:00 午後,27.481,,,,
18324,10/11/20 05:30:00 午後,27.456,,,,
18325,10/11/20 06:00:00 午後,27.481,,,,
18326,10/11/20 06:30:00 午後,27.481,,,,
18327,10/11/20 07:00:00 午後,27.481,,,,
18328,10/11/20 07:30:00 午後,27.481,,,,
18329,10/11/20 08:00:00 午後,27.456,,,,
18330,10/11/20 08:30:00 午後,27.456,,,,
18331,10/11/20 09:00:00 午後,27.431,,,,
18332,10/11/20 09:30:00 午後,27.431,,,,
18333,10/11/20 10:00:00 午後,27.431,,,,
18334,10/11/20 10:30:00 午後,27.431,,,,
18335,10/11/20 11:00:00 午後,27.431,,,,
18336,10/11/20 11:30:00 午後,27.407,,,,
18337,10/12/20 12:00:00 午前,27.407,,,,
18338,10/12/20 12:30:00 午前,27.382,,,,
18339,10/12/20 01:00:00 午前,27.382,,,,
18340,10/12/20 01:30:00 午前,27.382,,,,
18341,10/12/20 02:00:00 午前,27.358,,,,
18342,10/12/20 02:30:00 午前,27.358,,,,
18343,10/12/20 03:00:00 午前,27.358,,,,
18344,10/12/20 03:30:00 午前,27.333,,,,
18345,10/12/20 04:00:00 午前,27.333,,,,
18346,10/12/20 04:30:00 午前,27.333,,,,
18347,10/12/20 05:00:00 午前,27.333,,,,
18348,10/12/20 05:30:00 午前,27.333,,,,
18349,10/12/20 06:00:00 午前,27.333,,,,
18350,10/12/20 06:30:00 午前,27.333,,,,
18351,10/12/20 07:00:00 午前,27.333,,,,
18352,10/12/20 07:30:00 午前,27.358,,,,
18353,10/12/20 08:00:00 午前,27.358,,,,
18354,10/12/20 08:30:00 午前,27.382,,,,
18355,10/12/20 09:00:00 午前,27.382,,,,
18356,10/12/20 09:30:00 午前,27.407,,,,
18357,10/12/20 10:00:00 午前,27.431,,,,
18358,10/12/20 10:30:00 午前,27.431,,,,
18359,10/12/20 11:00:00 午前,27.431,,,,
18360,10/12/20 11:30:00 午前,27.456,,,,
18361,10/12/20 12:00:00 午後,27.481,,,,
18362,10/12/20 12:30:00 午後,27.481,,,,
18363,10/12/20 01:00:00 午後,27.505,,,,
18364,10/12/20 01:30:00 午後,27.505,,,,
18365,10/12/20 02:00:00 午後,27.53,,,,
18366,10/12/20 02:30:00 午後,27.554,,,,
18367,10/12/20 03:00:00 午後,27.53,,,,
18368,10/12/20 03:30:00 午後,27.53,,,,
18369,10/12/20 04:00:00 午後,27.53,,,,
18370,10/12/20 04:30:00 午後,27.53,,,,
18371,10/12/20 05:00:00 午後,27.505,,,,
18372,10/12/20 05:30:00 午後,27.481,,,,
18373,10/12/20 06:00:00 午後,27.456,,,,
18374,10/12/20 06:30:00 午後,27.456,,,,
18375,10/12/20 07:00:00 午後,27.456,,,,
18376,10/12/20 07:30:00 午後,27.456,,,,
18377,10/12/20 08:00:00 午後,27.431,,,,
18378,10/12/20 08:30:00 午後,27.407,,,,
18379,10/12/20 09:00:00 午後,27.407,,,,
18380,10/12/20 09:30:00 午後,27.407,,,,
18381,10/12/20 10:00:00 午後,27.407,,,,
18382,10/12/20 10:30:00 午後,27.431,,,,
18383,10/12/20 11:00:00 午後,27.431,,,,
18384,10/12/20 11:30:00 午後,27.431,,,,
18385,10/13/20 12:00:00 午前,27.431,,,,
18386,10/13/20 12:30:00 午前,27.431,,,,
18387,10/13/20 01:00:00 午前,27.407,,,,
18388,10/13/20 01:30:00 午前,27.407,,,,
18389,10/13/20 02:00:00 午前,27.407,,,,
18390,10/13/20 02:30:00 午前,27.382,,,,
18391,10/13/20 03:00:00 午前,27.333,,,,
18392,10/13/20 03:30:00 午前,27.358,,,,
18393,10/13/20 04:00:00 午前,27.333,,,,
18394,10/13/20 04:30:00 午前,27.333,,,,
18395,10/13/20 05:00:00 午前,27.308,,,,
18396,10/13/20 05:30:00 午前,27.284,,,,
18397,10/13/20 06:00:00 午前,27.308,,,,
18398,10/13/20 06:30:00 午前,27.333,,,,
18399,10/13/20 07:00:00 午前,27.333,,,,
18400,10/13/20 07:30:00 午前,27.333,,,,
18401,10/13/20 08:00:00 午前,27.358,,,,
18402,10/13/20 08:30:00 午前,27.358,,,,
18403,10/13/20 09:00:00 午前,27.382,,,,
18404,10/13/20 09:30:00 午前,27.407,,,,
18405,10/13/20 10:00:00 午前,27.407,,,,
18406,10/13/20 10:30:00 午前,27.431,,,,
18407,10/13/20 11:00:00 午前,27.431,,,,
18408,10/13/20 11:30:00 午前,27.456,,,,
18409,10/13/20 12:00:00 午後,27.481,,,,
18410,10/13/20 12:30:00 午後,27.505,,,,
18411,10/13/20 01:00:00 午後,27.505,,,,
18412,10/13/20 01:30:00 午後,27.505,,,,
18413,10/13/20 02:00:00 午後,27.481,,,,
18414,10/13/20 02:30:00 午後,27.481,,,,
18415,10/13/20 03:00:00 午後,27.481,,,,
18416,10/13/20 03:30:00 午後,27.481,,,,
18417,10/13/20 04:00:00 午後,27.481,,,,
18418,10/13/20 04:30:00 午後,27.456,,,,
18419,10/13/20 05:00:00 午後,27.431,,,,
18420,10/13/20 05:30:00 午後,27.431,,,,
18421,10/13/20 06:00:00 午後,27.407,,,,
18422,10/13/20 06:30:00 午後,27.382,,,,
18423,10/13/20 07:00:00 午後,27.382,,,,
18424,10/13/20 07:30:00 午後,27.505,,,,
18425,10/13/20 08:00:00 午後,27.554,,,,
18426,10/13/20 08:30:00 午後,27.628,,,,
18427,10/13/20 09:00:00 午後,27.653,,,,
18428,10/13/20 09:30:00 午後,27.653,,,,
18429,10/13/20 10:00:00 午後,27.677,,,,
18430,10/13/20 10:30:00 午後,27.677,,,,
18431,10/13/20 11:00:00 午後,27.677,,,,
18432,10/13/20 11:30:00 午後,27.677,,,,
18433,10/14/20 12:00:00 午前,27.653,,,,
18434,10/14/20 12:30:00 午前,27.653,,,,
18435,10/14/20 01:00:00 午前,27.653,,,,
18436,10/14/20 01:30:00 午前,27.653,,,,
18437,10/14/20 02:00:00 午前,27.653,,,,
18438,10/14/20 02:30:00 午前,27.628,,,,
18439,10/14/20 03:00:00 午前,27.628,,,,
18440,10/14/20 03:30:00 午前,27.604,,,,
18441,10/14/20 04:00:00 午前,27.604,,,,
18442,10/14/20 04:30:00 午前,27.604,,,,
18443,10/14/20 05:00:00 午前,27.579,,,,
18444,10/14/20 05:30:00 午前,27.579,,,,
18445,10/14/20 06:00:00 午前,27.554,,,,
18446,10/14/20 06:30:00 午前,27.554,,,,
18447,10/14/20 07:00:00 午前,27.554,,,,
18448,10/14/20 07:30:00 午前,27.554,,,,
18449,10/14/20 08:00:00 午前,27.579,,,,
18450,10/14/20 08:30:00 午前,27.579,,,,
18451,10/14/20 09:00:00 午前,27.604,,,,
18452,10/14/20 09:30:00 午前,27.604,,,,
18453,10/14/20 10:00:00 午前,27.628,,,,
18454,10/14/20 10:30:00 午前,27.628,,,,
18455,10/14/20 11:00:00 午前,27.628,,,,
18456,10/14/20 11:30:00 午前,27.653,,,,
18457,10/14/20 12:00:00 午後,27.628,,,,
18458,10/14/20 12:30:00 午後,27.604,,,,
18459,10/14/20 01:00:00 午後,27.604,,,,
18460,10/14/20 01:30:00 午後,27.579,,,,
18461,10/14/20 02:00:00 午後,27.554,,,,
18462,10/14/20 02:30:00 午後,27.554,,,,
18463,10/14/20 03:00:00 午後,27.554,,,,
18464,10/14/20 03:30:00 午後,27.604,,,,
18465,10/14/20 04:00:00 午後,27.628,,,,
18466,10/14/20 04:30:00 午後,27.653,,,,
18467,10/14/20 05:00:00 午後,27.628,,,,
18468,10/14/20 05:30:00 午後,27.628,,,,
18469,10/14/20 06:00:00 午後,27.604,,,,
18470,10/14/20 06:30:00 午後,27.604,,,,
18471,10/14/20 07:00:00 午後,27.604,,,,
18472,10/14/20 07:30:00 午後,27.604,,,,
18473,10/14/20 08:00:00 午後,27.579,,,,
18474,10/14/20 08:30:00 午後,27.579,,,,
18475,10/14/20 09:00:00 午後,27.579,,,,
18476,10/14/20 09:30:00 午後,27.481,,,,
18477,10/14/20 10:00:00 午後,27.456,,,,
18478,10/14/20 10:30:00 午後,27.456,,,,
18479,10/14/20 11:00:00 午後,27.456,,,,
18480,10/14/20 11:30:00 午後,27.456,,,,
18481,10/15/20 12:00:00 午前,27.456,,,,
18482,10/15/20 12:30:00 午前,27.456,,,,
18483,10/15/20 01:00:00 午前,27.456,,,,
18484,10/15/20 01:30:00 午前,27.456,,,,
18485,10/15/20 02:00:00 午前,27.456,,,,
18486,10/15/20 02:30:00 午前,27.456,,,,
18487,10/15/20 03:00:00 午前,27.456,,,,
18488,10/15/20 03:30:00 午前,27.456,,,,
18489,10/15/20 04:00:00 午前,27.456,,,,
18490,10/15/20 04:30:00 午前,27.456,,,,
18491,10/15/20 05:00:00 午前,27.481,,,,
18492,10/15/20 05:30:00 午前,27.456,,,,
18493,10/15/20 06:00:00 午前,27.431,,,,
18494,10/15/20 06:30:00 午前,27.431,,,,
18495,10/15/20 07:00:00 午前,27.431,,,,
18496,10/15/20 07:30:00 午前,27.431,,,,
18497,10/15/20 08:00:00 午前,27.407,,,,
18498,10/15/20 08:30:00 午前,27.407,,,,
18499,10/15/20 09:00:00 午前,27.407,,,,
18500,10/15/20 09:30:00 午前,27.407,,,,
18501,10/15/20 10:00:00 午前,27.407,,,,
18502,10/15/20 10:30:00 午前,27.407,,,,
18503,10/15/20 11:00:00 午前,27.407,,,,
18504,10/15/20 11:30:00 午前,27.456,,,,
18505,10/15/20 12:00:00 午後,27.505,,,,
18506,10/15/20 12:30:00 午後,27.53,,,,
18507,10/15/20 01:00:00 午後,27.554,,,,
18508,10/15/20 01:30:00 午後,27.554,,,,
18509,10/15/20 02:00:00 午後,27.579,,,,
18510,10/15/20 02:30:00 午後,27.579,,,,
18511,10/15/20 03:00:00 午後,27.554,,,,
18512,10/15/20 03:30:00 午後,27.579,,,,
18513,10/15/20 04:00:00 午後,27.579,,,,
18514,10/15/20 04:30:00 午後,27.554,,,,
18515,10/15/20 05:00:00 午後,27.554,,,,
18516,10/15/20 05:30:00 午後,27.53,,,,
18517,10/15/20 06:00:00 午後,27.505,,,,
18518,10/15/20 06:30:00 午後,27.505,,,,
18519,10/15/20 07:00:00 午後,27.481,,,,
18520,10/15/20 07:30:00 午後,27.456,,,,
18521,10/15/20 08:00:00 午後,27.456,,,,
18522,10/15/20 08:30:00 午後,27.456,,,,
18523,10/15/20 09:00:00 午後,27.456,,,,
18524,10/15/20 09:30:00 午後,27.456,,,,
18525,10/15/20 10:00:00 午後,27.456,,,,
18526,10/15/20 10:30:00 午後,27.456,,,,
18527,10/15/20 11:00:00 午後,27.456,,,,
18528,10/15/20 11:30:00 午後,27.456,,,,
18529,10/16/20 12:00:00 午前,27.456,,,,
18530,10/16/20 12:30:00 午前,27.431,,,,
18531,10/16/20 01:00:00 午前,27.431,,,,
18532,10/16/20 01:30:00 午前,27.431,,,,
18533,10/16/20 02:00:00 午前,27.407,,,,
18534,10/16/20 02:30:00 午前,27.407,,,,
18535,10/16/20 03:00:00 午前,27.407,,,,
18536,10/16/20 03:30:00 午前,27.407,,,,
18537,10/16/20 04:00:00 午前,27.407,,,,
18538,10/16/20 04:30:00 午前,27.382,,,,
18539,10/16/20 05:00:00 午前,27.382,,,,
18540,10/16/20 05:30:00 午前,27.358,,,,
18541,10/16/20 06:00:00 午前,27.358,,,,
18542,10/16/20 06:30:00 午前,27.333,,,,
18543,10/16/20 07:00:00 午前,27.333,,,,
18544,10/16/20 07:30:00 午前,27.333,,,,
18545,10/16/20 08:00:00 午前,27.333,,,,
18546,10/16/20 08:30:00 午前,27.308,,,,
18547,10/16/20 09:00:00 午前,27.308,,,,
18548,10/16/20 09:30:00 午前,27.308,,,,
18549,10/16/20 10:00:00 午前,27.333,,,,
18550,10/16/20 10:30:00 午前,27.333,,,,
18551,10/16/20 11:00:00 午前,27.308,,,,
18552,10/16/20 11:30:00 午前,27.308,,,,
18553,10/16/20 12:00:00 午後,27.358,,,,
18554,10/16/20 12:30:00 午後,27.382,,,,
18555,10/16/20 01:00:00 午後,27.407,,,,
18556,10/16/20 01:30:00 午後,27.407,,,,
18557,10/16/20 02:00:00 午後,27.431,,,,
18558,10/16/20 02:30:00 午後,27.456,,,,
18559,10/16/20 03:00:00 午後,27.456,,,,
18560,10/16/20 03:30:00 午後,27.481,,,,
18561,10/16/20 04:00:00 午後,27.456,,,,
18562,10/16/20 04:30:00 午後,27.382,,,,
18563,10/16/20 05:00:00 午後,27.382,,,,
18564,10/16/20 05:30:00 午後,27.382,,,,
18565,10/16/20 06:00:00 午後,27.382,,,,
18566,10/16/20 06:30:00 午後,27.382,,,,
18567,10/16/20 07:00:00 午後,27.358,,,,
18568,10/16/20 07:30:00 午後,27.333,,,,
18569,10/16/20 08:00:00 午後,27.284,,,,
18570,10/16/20 08:30:00 午後,27.308,,,,
18571,10/16/20 09:00:00 午後,27.308,,,,
18572,10/16/20 09:30:00 午後,27.308,,,,
18573,10/16/20 10:00:00 午後,27.308,,,,
18574,10/16/20 10:30:00 午後,27.333,,,,
18575,10/16/20 11:00:00 午後,27.358,,,,
18576,10/16/20 11:30:00 午後,27.382,,,,
18577,10/17/20 12:00:00 午前,27.358,,,,
18578,10/17/20 12:30:00 午前,27.358,,,,
18579,10/17/20 01:00:00 午前,27.358,,,,
18580,10/17/20 01:30:00 午前,27.333,,,,
18581,10/17/20 02:00:00 午前,27.333,,,,
18582,10/17/20 02:30:00 午前,27.308,,,,
18583,10/17/20 03:00:00 午前,27.308,,,,
18584,10/17/20 03:30:00 午前,27.284,,,,
18585,10/17/20 04:00:00 午前,27.284,,,,
18586,10/17/20 04:30:00 午前,27.284,,,,
18587,10/17/20 05:00:00 午前,27.235,,,,
18588,10/17/20 05:30:00 午前,27.112,,,,
18589,10/17/20 06:00:00 午前,27.161,,,,
18590,10/17/20 06:30:00 午前,27.186,,,,
18591,10/17/20 07:00:00 午前,27.21,,,,
18592,10/17/20 07:30:00 午前,27.259,,,,
18593,10/17/20 08:00:00 午前,27.259,,,,
18594,10/17/20 08:30:00 午前,27.284,,,,
18595,10/17/20 09:00:00 午前,27.259,,,,
18596,10/17/20 09:30:00 午前,27.259,,,,
18597,10/17/20 10:00:00 午前,27.284,,,,
18598,10/17/20 10:30:00 午前,27.333,,,,
18599,10/17/20 11:00:00 午前,27.333,,,,
18600,10/17/20 11:30:00 午前,27.358,,,,
18601,10/17/20 12:00:00 午後,27.382,,,,
18602,10/17/20 12:30:00 午後,27.358,,,,
18603,10/17/20 01:00:00 午後,27.308,,,,
18604,10/17/20 01:30:00 午後,27.358,,,,
18605,10/17/20 02:00:00 午後,27.333,,,,
18606,10/17/20 02:30:00 午後,27.358,,,,
18607,10/17/20 03:00:00 午後,27.333,,,,
18608,10/17/20 03:30:00 午後,27.358,,,,
18609,10/17/20 04:00:00 午後,27.333,,,,
18610,10/17/20 04:30:00 午後,27.333,,,,
18611,10/17/20 05:00:00 午後,27.308,,,,
18612,10/17/20 05:30:00 午後,27.308,,,,
18613,10/17/20 06:00:00 午後,27.259,,,,
18614,10/17/20 06:30:00 午後,27.235,,,,
18615,10/17/20 07:00:00 午後,27.235,,,,
18616,10/17/20 07:30:00 午後,27.235,,,,
18617,10/17/20 08:00:00 午後,27.21,,,,
18618,10/17/20 08:30:00 午後,27.186,,,,
18619,10/17/20 09:00:00 午後,27.161,,,,
18620,10/17/20 09:30:00 午後,27.161,,,,
18621,10/17/20 10:00:00 午後,27.186,,,,
18622,10/17/20 10:30:00 午後,27.136,,,,
18623,10/17/20 11:00:00 午後,27.186,,,,
18624,10/17/20 11:30:00 午後,27.186,,,,
18625,10/18/20 12:00:00 午前,27.161,,,,
18626,10/18/20 12:30:00 午前,27.161,,,,
18627,10/18/20 01:00:00 午前,27.136,,,,
18628,10/18/20 01:30:00 午前,27.136,,,,
18629,10/18/20 02:00:00 午前,27.136,,,,
18630,10/18/20 02:30:00 午前,27.136,,,,
18631,10/18/20 03:00:00 午前,27.136,,,,
18632,10/18/20 03:30:00 午前,27.136,,,,
18633,10/18/20 04:00:00 午前,27.136,,,,
18634,10/18/20 04:30:00 午前,27.112,,,,
18635,10/18/20 05:00:00 午前,27.112,,,,
18636,10/18/20 05:30:00 午前,27.112,,,,
18637,10/18/20 06:00:00 午前,27.063,,,,
18638,10/18/20 06:30:00 午前,27.038,,,,
18639,10/18/20 07:00:00 午前,27.038,,,,
18640,10/18/20 07:30:00 午前,27.038,,,,
18641,10/18/20 08:00:00 午前,27.038,,,,
18642,10/18/20 08:30:00 午前,27.063,,,,
18643,10/18/20 09:00:00 午前,27.038,,,,
18644,10/18/20 09:30:00 午前,27.038,,,,
18645,10/18/20 10:00:00 午前,27.063,,,,
18646,10/18/20 10:30:00 午前,27.063,,,,
18647,10/18/20 11:00:00 午前,27.112,,,,
18648,10/18/20 11:30:00 午前,27.112,,,,
18649,10/18/20 12:00:00 午後,27.136,,,,
18650,10/18/20 12:30:00 午後,27.087,,,,
18651,10/18/20 01:00:00 午後,27.087,,,,
18652,10/18/20 01:30:00 午後,27.112,,,,
18653,10/18/20 02:00:00 午後,27.136,,,,
18654,10/18/20 02:30:00 午後,27.136,,,,
18655,10/18/20 03:00:00 午後,27.136,,,,
18656,10/18/20 03:30:00 午後,27.136,,,,
18657,10/18/20 04:00:00 午後,27.136,,,,
18658,10/18/20 04:30:00 午後,27.087,,,,
18659,10/18/20 05:00:00 午後,27.063,,,,
18660,10/18/20 05:30:00 午後,27.063,,,,
18661,10/18/20 06:00:00 午後,27.038,,,,
18662,10/18/20 06:30:00 午後,27.014,,,,
18663,10/18/20 07:00:00 午後,27.014,,,,
18664,10/18/20 07:30:00 午後,27.014,,,,
18665,10/18/20 08:00:00 午後,27.038,,,,
18666,10/18/20 08:30:00 午後,27.038,,,,
18667,10/18/20 09:00:00 午後,27.038,,,,
18668,10/18/20 09:30:00 午後,27.038,,,,
18669,10/18/20 10:00:00 午後,27.038,,,,
18670,10/18/20 10:30:00 午後,26.989,,,,
18671,10/18/20 11:00:00 午後,26.989,,,,
18672,10/18/20 11:30:00 午後,26.989,,,,
18673,10/19/20 12:00:00 午前,26.989,,,,
18674,10/19/20 12:30:00 午前,26.989,,,,
18675,10/19/20 01:00:00 午前,26.989,,,,
18676,10/19/20 01:30:00 午前,26.989,,,,
18677,10/19/20 02:00:00 午前,26.989,,,,
18678,10/19/20 02:30:00 午前,26.989,,,,
18679,10/19/20 03:00:00 午前,26.989,,,,
18680,10/19/20 03:30:00 午前,26.989,,,,
18681,10/19/20 04:00:00 午前,26.989,,,,
18682,10/19/20 04:30:00 午前,26.989,,,,
18683,10/19/20 05:00:00 午前,26.965,,,,
18684,10/19/20 05:30:00 午前,26.965,,,,
18685,10/19/20 06:00:00 午前,26.965,,,,
18686,10/19/20 06:30:00 午前,26.965,,,,
18687,10/19/20 07:00:00 午前,26.916,,,,
18688,10/19/20 07:30:00 午前,26.916,,,,
18689,10/19/20 08:00:00 午前,26.94,,,,
18690,10/19/20 08:30:00 午前,26.94,,,,
18691,10/19/20 09:00:00 午前,26.989,,,,
18692,10/19/20 09:30:00 午前,27.038,,,,
18693,10/19/20 10:00:00 午前,27.038,,,,
18694,10/19/20 10:30:00 午前,27.063,,,,
18695,10/19/20 11:00:00 午前,26.916,,,,
18696,10/19/20 11:30:00 午前,27.038,,,,
18697,10/19/20 12:00:00 午後,27.087,,,,
18698,10/19/20 12:30:00 午後,27.038,,,,
18699,10/19/20 01:00:00 午後,27.063,,,,
18700,10/19/20 01:30:00 午後,27.087,,,,
18701,10/19/20 02:00:00 午後,27.112,,,,
18702,10/19/20 02:30:00 午後,27.136,,,,
18703,10/19/20 03:00:00 午後,27.136,,,,
18704,10/19/20 03:30:00 午後,27.136,,,,
18705,10/19/20 04:00:00 午後,27.112,,,,
18706,10/19/20 04:30:00 午後,27.087,,,,
18707,10/19/20 05:00:00 午後,27.038,,,,
18708,10/19/20 05:30:00 午後,26.989,,,,
18709,10/19/20 06:00:00 午後,26.94,,,,
18710,10/19/20 06:30:00 午後,26.842,,,,
18711,10/19/20 07:00:00 午後,26.695,,,,
18712,10/19/20 07:30:00 午後,26.695,,,,
18713,10/19/20 08:00:00 午後,26.72,,,,
18714,10/19/20 08:30:00 午後,26.793,,,,
18715,10/19/20 09:00:00 午後,26.867,,,,
18716,10/19/20 09:30:00 午後,26.891,,,,
18717,10/19/20 10:00:00 午後,26.891,,,,
18718,10/19/20 10:30:00 午後,26.818,,,,
18719,10/19/20 11:00:00 午後,26.818,,,,
18720,10/19/20 11:30:00 午後,26.842,,,,
18721,10/20/20 12:00:00 午前,26.891,,,,
18722,10/20/20 12:30:00 午前,26.744,,,,
18723,10/20/20 01:00:00 午前,26.72,,,,
18724,10/20/20 01:30:00 午前,26.744,,,,
18725,10/20/20 02:00:00 午前,26.793,,,,
18726,10/20/20 02:30:00 午前,26.793,,,,
18727,10/20/20 03:00:00 午前,26.793,,,,
18728,10/20/20 03:30:00 午前,26.793,,,,
18729,10/20/20 04:00:00 午前,26.793,,,,
18730,10/20/20 04:30:00 午前,26.793,,,,
18731,10/20/20 05:00:00 午前,26.793,,,,
18732,10/20/20 05:30:00 午前,26.793,,,,
18733,10/20/20 06:00:00 午前,26.793,,,,
18734,10/20/20 06:30:00 午前,26.769,,,,
18735,10/20/20 07:00:00 午前,26.769,,,,
18736,10/20/20 07:30:00 午前,26.769,,,,
18737,10/20/20 08:00:00 午前,26.744,,,,
18738,10/20/20 08:30:00 午前,26.72,,,,
18739,10/20/20 09:00:00 午前,26.744,,,,
18740,10/20/20 09:30:00 午前,26.744,,,,
18741,10/20/20 10:00:00 午前,26.769,,,,
18742,10/20/20 10:30:00 午前,26.793,,,,
18743,10/20/20 11:00:00 午前,26.818,,,,
18744,10/20/20 11:30:00 午前,26.818,,,,
18745,10/20/20 12:00:00 午後,26.842,,,,
18746,10/20/20 12:30:00 午後,26.867,,,,
18747,10/20/20 01:00:00 午後,26.867,,,,
18748,10/20/20 01:30:00 午後,26.94,,,,
18749,10/20/20 02:00:00 午後,26.867,,,,
18750,10/20/20 02:30:00 午後,26.842,,,,
18751,10/20/20 03:00:00 午後,26.867,,,,
18752,10/20/20 03:30:00 午後,26.891,,,,
18753,10/20/20 04:00:00 午後,26.916,,,,
18754,10/20/20 04:30:00 午後,26.916,,,,
18755,10/20/20 05:00:00 午後,26.916,,,,
18756,10/20/20 05:30:00 午後,26.891,,,,
18757,10/20/20 06:00:00 午後,26.891,,,,
18758,10/20/20 06:30:00 午後,26.867,,,,
18759,10/20/20 07:00:00 午後,26.842,,,,
18760,10/20/20 07:30:00 午後,26.818,,,,
18761,10/20/20 08:00:00 午後,26.793,,,,
18762,10/20/20 08:30:00 午後,26.769,,,,
18763,10/20/20 09:00:00 午後,26.695,,,,
18764,10/20/20 09:30:00 午後,26.671,,,,
18765,10/20/20 10:00:00 午後,26.646,,,,
18766,10/20/20 10:30:00 午後,26.646,,,,
18767,10/20/20 11:00:00 午後,26.671,,,,
18768,10/20/20 11:30:00 午後,26.671,,,,
18769,10/21/20 12:00:00 午前,26.695,,,,
18770,10/21/20 12:30:00 午前,26.695,,,,
18771,10/21/20 01:00:00 午前,26.671,,,,
18772,10/21/20 01:30:00 午前,26.671,,,,
18773,10/21/20 02:00:00 午前,26.646,,,,
18774,10/21/20 02:30:00 午前,26.646,,,,
18775,10/21/20 03:00:00 午前,26.646,,,,
18776,10/21/20 03:30:00 午前,26.622,,,,
18777,10/21/20 04:00:00 午前,26.622,,,,
18778,10/21/20 04:30:00 午前,26.598,,,,
18779,10/21/20 05:00:00 午前,26.598,,,,
18780,10/21/20 05:30:00 午前,26.598,,,,
18781,10/21/20 06:00:00 午前,26.598,,,,
18782,10/21/20 06:30:00 午前,26.598,,,,
18783,10/21/20 07:00:00 午前,26.573,,,,
18784,10/21/20 07:30:00 午前,26.573,,,,
18785,10/21/20 08:00:00 午前,26.573,,,,
18786,10/21/20 08:30:00 午前,26.598,,,,
18787,10/21/20 09:00:00 午前,26.622,,,,
18788,10/21/20 09:30:00 午前,26.622,,,,
18789,10/21/20 10:00:00 午前,26.646,,,,
18790,10/21/20 10:30:00 午前,26.646,,,,
18791,10/21/20 11:00:00 午前,26.671,,,,
18792,10/21/20 11:30:00 午前,26.695,,,,
18793,10/21/20 12:00:00 午後,26.671,,,,
18794,10/21/20 12:30:00 午後,26.671,,,,
18795,10/21/20 01:00:00 午後,26.622,,,,
18796,10/21/20 01:30:00 午後,26.598,,,,
